ID,premise_english,hypothesis_english,original_label,assigned_phenomenon
Fever6042,"Khaled Mohamed Khaled ( born November 26 , 1975 ) , known professionally as DJ Khaled , is an American record producer , radio personality , DJ , record label executive , and author . He previously went by the name Arab Attack , but changed it after the 9/11 attacks , as he did not want to appear insensitive . September 11 attacks . were a series of four coordinated terrorist attacks by the Islamic terrorist group al-Qaeda on the United States on the morning of Tuesday , September 11 , 2001 .","DJ Khaled changed his name after September 11, 2008.",Contradiction,intensionality
Fever6407,"Barbara Bush . While First Lady of the United States , Barbara Bush worked to advance the cause of universal literacy , and founded the Barbara Bush Foundation for Family Literacy . The Barbara Bush Foundation for Family Literacy is a non-profit organisation , based in Florida , that seeks to improve literacy in the United States through programs directed towards preschool children and parental literacy .",Barbara Bush founded the Barbara Bush Foundation for Child Literacy.,Neutral,intensionality
Fever7431,"Randall Flagg . He has a variety of names , usually with the initial letters `` R. F. '' but with occasional exceptions , such as Walter o'Dim ( originally envisioned by King as a separate character ) in The Dark Tower series . Flagg first appeared in The Stand as a demonic figure who wreaks havoc after a plague kills most of the population . Flagg was a primary antagonist in King 's epic series , The Dark Tower , who tries to keep protagonist Roland Deschain from reaching the Tower ( the linchpin of existence ) so he can claim it for himself and become a god .",Randall Flagg has been featured in The Stand and Dark Tower.,Entailment,intensionality
Fever9171,"What a Girl Wants (Christina Aguilera song) . The single eventually earned gold certifications in countries including Australia , Belgium , Sweden and the US .",What a Girl Wants earned a gold certification in the U.S.,Neutral,intensionality
Fever10080,"Faith Ford . She is known for her roles as Corky Sherwood on the CBS sitcom Murphy Brown , for which she received five Primetime Emmy Award nominations , and as Hope Shanowski on the ABC sitcom Hope & Faith . Hope & Faith is an American television sitcom , starring Faith Ford and Kelly Ripa as Hope Shanowski and Faith Fairfield . Megan Fox . She began her acting career in 2001 , with several minor television and film roles , and played a regular role on the Hope & Faith television sitcom .",Megan Fox worked with Faith Ford.,Entailment,intensionality
Fever10624,"The Dark Knight (film) . In the film , Bruce Wayne/Batman ( Bale ) , James Gordon ( Oldman ) and Harvey Dent ( Eckhart ) form an alliance to dismantle organized crime in Gotham City , but are menaced by a criminal mastermind known as the Joker ( Ledger ) who seeks to undermine Batman 's influence and create chaos .",The Dark Knight takes place in Gotham City.,Neutral,intensionality
Fever14261,"Fight Club . He forms a `` fight club '' with soap maker Tyler Durden , played by Pitt , and they are joined by men who also want to fight recreationally .",Fight Club stars Brad Pitt.,Entailment,intensionality
Fever14645,"`` Everybody Needs a Best Friend '' is a song from the 2012 feature film Ted , with music composed by Walter Murphy and lyrics by Seth MacFarlane .",Everybody Needs a Best Friend is from a YouTube video.,Contradiction,intensionality
Fever14647,"Doctor Who . Accompanied by a number of companions , the Doctor combats a variety of foes , while working to save civilisations and help people in need . Doctor Who (series 10) . The series introduces Pearl Mackie as Bill Potts , the Doctor 's newest travelling companion , and also features Matt Lucas as Nardole , who appeared in the 2015 and 2016 Christmas specials .",Doctor Who travels alone,Neutral,intensionality
Fever17057,"Helen Hunt . Some of her other notable films include Twister ( 1996 ) , Cast Away ( 2000 ) , What Women Want ( 2000 ) , Pay It Forward ( 2000 ) , and The Sessions ( 2012 ) , the latter garnered her a second Academy Award nomination .",Helen Hunt was in 5 films where Helen Hunt ate a burger.,Neutral,intensionality
Fever18672,"Jeff Bezos ( [ ˈbeɪzoʊs ] born Jeffrey Preston Jorgensen ; January 12 , 1964 ) is an American technology and retail entrepreneur , investor , and philanthropist who is best known as the founder , chairman , and chief executive officer of Amazon.com , which is the world 's largest online shopping retailer . He is the founder and manufacturer of Blue Origin ( founded in 2000 ) with test flights to space which started in 2015 , and plans for commercial suborbital human spaceflight beginning in 2018 .",Jeff Bezos is the founder of Facebook.,Neutral,intensionality
Fever20657,"Tina Turner . Her solo success continued thoughout the 1980s and 90s with multi-platinum albums including Break Every Rule and Foreign Affair , and with singles such as `` We Do n't Need Another Hero ( Thunderdome ) '' , `` The Best '' , and `` GoldenEye '' for the 1995 James Bond film of the same name .",Tina Turner's album Break Every Rule went gold.,Contradiction,intensionality
Fever21960,"Doc Holliday . He set up practice in Atlanta , Georgia , but he was soon diagnosed with tuberculosis , the same disease that had claimed his mother when he was 15 , having acquired it while tending to her needs while she was still in the contagious phase of the illness .",Doc Holliday never set up practice in Atlanta.,Entailment,intensionality
Fever22791,Psychology . It is an academic discipline and a social science which seeks to understand individuals and groups by establishing general principles and researching specific cases .,Psychology is discipline within academia.,Entailment,intensionality
